step,train_loss,epoch,val_loss,val_acc,train_acc,accuracy
9,0.70721435546875,0,,,,
19,0.71466064453125,0,,,,
29,0.65289306640625,0,,,,
39,0.5152435302734375,0,,,,
49,1.3156280517578125,0,,,,
59,0.5228271484375,0,,,,
69,0.42718505859375,0,,,,
79,0.36474609375,0,,,,
89,0.5084075927734375,0,,,,
99,0.67059326171875,0,,,,
109,0.3064422607421875,0,,,,
119,0.330474853515625,0,,,,
129,0.3660469055175781,0,,,,
139,0.43997955322265625,0,,,,
149,0.3809700012207031,0,,,,
159,0.24920654296875,0,,,,
169,0.3871574401855469,0,,,,
179,0.4261283874511719,0,,,,
189,0.3083610534667969,0,,,,
199,0.26973724365234375,0,,,,
209,0.3834342956542969,0,,,,
219,0.5627727508544922,0,,,,
229,0.5645179748535156,0,,,,
239,0.2933788299560547,0,,,,
249,0.20036697387695312,0,,,,
259,0.21923065185546875,0,,,,
269,0.5083808898925781,0,,,,
279,0.7560234069824219,0,,,,
289,0.08496665954589844,0,,,,
299,0.4389972686767578,0,,,,
309,0.4137725830078125,0,,,,
319,0.3648242950439453,0,,,,
329,0.49951171875,0,,,,
339,0.1288909912109375,0,,,,
349,0.34485912322998047,0,,,,
359,0.39727115631103516,0,,,,
369,0.1481924057006836,0,,,,
379,0.46413421630859375,0,,,,
389,0.4848899841308594,0,,,,
399,0.7775936126708984,0,,,,
409,0.1612720489501953,0,,,,
419,0.3627166748046875,0,,,,
429,0.11962318420410156,0,,,,
439,0.4320220947265625,0,,,,
449,0.21895599365234375,0,,,,
459,0.3316059112548828,0,,,,
469,0.05227470397949219,0,,,,
479,0.13010787963867188,0,,,,
489,0.08971023559570312,0,,,,
499,0.2937774658203125,0,,,,
509,0.3272418975830078,0,,,,
519,0.04256248474121094,0,,,,
529,0.2758941650390625,0,,,,
539,0.12348127365112305,0,,,,
549,0.029475688934326172,0,,,,
559,0.09960746765136719,0,,,,
569,0.4026756286621094,0,,,,
579,0.12291526794433594,0,,,,
589,0.1938610076904297,0,,,,
599,0.8645286560058594,0,,,,
609,0.6497173309326172,0,,,,
619,0.21420669555664062,0,,,,
629,0.10966110229492188,0,,,,
639,0.9969358444213867,0,,,,
649,0.2264537811279297,0,,,,
659,0.44470977783203125,0,,,,
669,1.1399726867675781,0,,,,
679,0.13135337829589844,0,,,,
689,0.1825428009033203,0,,,,
699,0.6561813354492188,0,,,,
709,0.3199615478515625,0,,,,
719,0.5271444320678711,0,,,,
729,0.6799831390380859,0,,,,
739,0.5428190231323242,0,,,,
749,0.381500244140625,0,,,,
759,0.22914505004882812,0,,,,
769,0.8203258514404297,0,,,,
779,0.095672607421875,0,,,,
789,0.22218704223632812,0,,,,
799,0.12527227401733398,0,,,,
809,0.19022369384765625,0,,,,
819,0.08538484573364258,0,,,,
829,0.07241439819335938,0,,,,
839,0.40988969802856445,0,,,,
849,0.11499214172363281,0,,,,
859,0.3650703430175781,0,,,,
869,0.8422775268554688,0,,,,
879,0.2563333511352539,0,,,,
889,0.020994186401367188,0,,,,
899,0.5490069389343262,0,,,,
909,0.3221731185913086,0,,,,
919,0.3129558563232422,0,,,,
929,0.13681411743164062,0,,,,
939,0.16578435897827148,0,,,,
949,0.04384326934814453,0,,,,
959,0.7630119323730469,0,,,,
969,0.14847946166992188,0,,,,
979,0.12171649932861328,0,,,,
989,0.2606382369995117,0,,,,
999,0.7022466659545898,0,,,,
1009,0.4309196472167969,0,,,,
1019,0.062455177307128906,0,,,,
1029,0.23408889770507812,0,,,,
1039,0.21282005310058594,0,,,,
1049,0.33449745178222656,0,,,,
1059,0.4420795440673828,0,,,,
1069,0.17042827606201172,0,,,,
1079,0.15253639221191406,0,,,,
1089,0.05025959014892578,0,,,,
1099,0.021266937255859375,0,,,,
1109,0.21787214279174805,0,,,,
1119,0.09839057922363281,0,,,,
1129,0.4077873229980469,0,,,,
1139,0.01759052276611328,0,,,,
1149,0.1920466423034668,0,,,,
1159,0.7044856548309326,0,,,,
1169,0.0626220703125,0,,,,
1179,0.08958721160888672,0,,,,
1189,0.11015510559082031,0,,,,
1199,0.040941715240478516,0,,,,
1209,0.26926612854003906,0,,,,
1219,0.5452880859375,0,,,,
1229,0.23974609375,0,,,,
1239,0.3855152130126953,0,,,,
1249,0.09373855590820312,0,,,,
1259,0.2572941780090332,0,,,,
1269,0.32442808151245117,0,,,,
1279,0.15235471725463867,0,,,,
1289,0.06273174285888672,0,,,,
1299,0.10681629180908203,0,,,,
1309,0.09676170349121094,0,,,,
1319,0.06769657135009766,0,,,,
1329,0.09282207489013672,0,,,,
1339,0.6593818664550781,0,,,,
1349,0.6124286651611328,0,,,,
1359,0.5187530517578125,0,,,,
1369,0.2241535186767578,0,,,,
1379,0.3651294708251953,0,,,,
1389,0.48633384704589844,0,,,,
1399,0.3644223213195801,0,,,,
1409,0.18115520477294922,0,,,,
1419,0.26306915283203125,0,,,,
1429,0.39244651794433594,0,,,,
1439,0.5889453887939453,0,,,,
1449,0.7389650344848633,0,,,,
1459,0.6972312927246094,0,,,,
1469,0.06507301330566406,0,,,,
1479,0.3289966583251953,0,,,,
1489,0.41710948944091797,0,,,,
1499,0.20639896392822266,0,,,,
1509,0.3194451332092285,0,,,,
1519,0.23115253448486328,0,,,,
1529,0.3512134552001953,0,,,,
1539,0.2314624786376953,0,,,,
1549,0.32097434997558594,0,,,,
1559,0.7946281433105469,0,,,,
1569,0.21525192260742188,0,,,,
1579,0.3655533790588379,0,,,,
1589,0.41780567169189453,0,,,,
1599,0.8890485763549805,0,,,,
1609,0.39505767822265625,0,,,,
1619,0.3872518539428711,0,,,,
1629,0.08164024353027344,0,,,,
1639,0.09362983703613281,0,,,,
1649,0.5397272109985352,0,,,,
1659,0.0456547737121582,0,,,,
1669,0.5543670654296875,0,,,,
1679,0.3741111755371094,0,,,,
1689,0.16004562377929688,0,,,,
1699,0.05982398986816406,0,,,,
1709,0.11503219604492188,0,,,,
1719,0.026981353759765625,0,,,,
1729,0.40120887756347656,0,,,,
1739,0.08090591430664062,0,,,,
1749,0.1844463348388672,0,,,,
1759,0.445497989654541,0,,,,
1769,0.10390329360961914,0,,,,
1779,0.37516069412231445,0,,,,
1789,0.30091094970703125,0,,,,
1799,0.5085735321044922,0,,,,
1809,0.15372323989868164,0,,,,
1819,1.1327638626098633,0,,,,
1829,0.19881200790405273,0,,,,
1839,0.2649412155151367,0,,,,
1849,0.07291102409362793,0,,,,
1859,0.2612009048461914,0,,,,
1869,0.14324426651000977,0,,,,
1879,0.6608729362487793,0,,,,
1889,0.275604248046875,0,,,,
1899,0.19414377212524414,0,,,,
1909,0.7048814296722412,0,,,,
1919,0.5832891464233398,0,,,,
1929,0.35985279083251953,0,,,,
1939,0.15651702880859375,0,,,,
1949,0.10009050369262695,0,,,,
1959,0.3934321403503418,0,,,,
1969,0.07440376281738281,0,,,,
1979,0.6798934936523438,0,,,,
1989,0.20147085189819336,0,,,,
1999,0.11087942123413086,0,,,,
2009,0.49610376358032227,0,,,,
2019,0.349212646484375,0,,,,
2029,0.03397035598754883,0,,,,
2039,0.0437779426574707,0,,,,
2049,0.1462087631225586,0,,,,
2059,0.2315807342529297,0,,,,
2069,0.48035287857055664,0,,,,
2079,0.190216064453125,0,,,,
2089,0.3439178466796875,0,,,,
2099,0.06230926513671875,0,,,,
2109,0.5014238357543945,0,,,,
2119,0.1340022087097168,0,,,,
2129,0.08277344703674316,0,,,,
2139,0.4189636707305908,0,,,,
2149,0.03668928146362305,0,,,,
2159,0.4267139434814453,0,,,,
2169,0.2765522003173828,0,,,,
2179,0.4015929698944092,0,,,,
2189,0.1047515869140625,0,,,,
2199,0.267009973526001,0,,,,
2209,0.11209678649902344,0,,,,
2219,0.6637773513793945,0,,,,
2229,0.3141212463378906,0,,,,
2239,0.1324007511138916,0,,,,
2249,0.04931497573852539,0,,,,
2259,0.09211158752441406,0,,,,
2269,0.2576465606689453,0,,,,
2279,0.15410614013671875,0,,,,
2289,0.10451126098632812,0,,,,
2299,0.23931622505187988,0,,,,
2309,0.5144138336181641,0,,,,
2319,0.16659832000732422,0,,,,
2329,0.040724754333496094,0,,,,
2339,0.06596946716308594,0,,,,
2349,0.45911693572998047,0,,,,
2359,0.2066478729248047,0,,,,
2369,0.09955978393554688,0,,,,
2379,0.045124053955078125,0,,,,
2389,0.08183956146240234,0,,,,
2399,0.21748876571655273,0,,,,
2409,0.22213220596313477,0,,,,
2419,0.11855077743530273,0,,,,
2429,0.1938934326171875,0,,,,
2439,0.3201904296875,0,,,,
2449,0.05909442901611328,0,,,,
2459,0.0185239315032959,0,,,,
2469,0.20385456085205078,0,,,,
2479,0.45427799224853516,0,,,,
2489,0.4627540111541748,0,,,,
2499,0.8129434585571289,0,,,,
2509,0.3112163543701172,0,,,,
2519,0.08808350563049316,0,,,,
2529,0.2379302978515625,0,,,,
2539,0.2907886505126953,0,,,,
2549,0.43292236328125,0,,,,
2559,0.0913848876953125,0,,,,
2569,0.14031648635864258,0,,,,
2579,0.04430580139160156,0,,,,
2589,0.35336971282958984,0,,,,
2599,0.24154281616210938,0,,,,
2609,0.2278153896331787,0,,,,
2619,0.17061185836791992,0,,,,
2629,0.13611555099487305,0,,,,
2639,0.26891469955444336,0,,,,
2649,0.287506103515625,0,,,,
2659,0.07781982421875,0,,,,
2669,0.6037454605102539,0,,,,
2679,0.21514511108398438,0,,,,
2689,0.22508907318115234,0,,,,
2699,0.43495845794677734,0,,,,
2709,0.40963172912597656,0,,,,
2719,0.5539140701293945,0,,,,
2729,0.04036903381347656,0,,,,
2739,0.6491618156433105,0,,,,
2749,0.1607828140258789,0,,,,
2759,0.33230113983154297,0,,,,
2769,0.3460502624511719,0,,,,
2779,0.3012819290161133,0,,,,
2789,0.44306397438049316,0,,,,
2799,0.23410797119140625,0,,,,
2809,0.25304698944091797,0,,,,
2819,0.06240081787109375,0,,,,
2829,0.03165149688720703,0,,,,
2839,0.07022881507873535,0,,,,
2849,0.300156831741333,0,,,,
2859,0.02729344367980957,0,,,,
2869,0.016155719757080078,0,,,,
2879,0.6195673942565918,0,,,,
2889,0.04852771759033203,0,,,,
2899,0.029691696166992188,0,,,,
2909,0.05478167533874512,0,,,,
2919,0.5367679595947266,0,,,,
2929,0.08541107177734375,0,,,,
2939,0.32819080352783203,0,,,,
2949,0.08791399002075195,0,,,,
2959,0.12659573554992676,0,,,,
2969,0.07743644714355469,0,,,,
2979,0.14452600479125977,0,,,,
2989,0.1557779312133789,0,,,,
2999,0.0404052734375,0,,,,
3009,0.031129121780395508,0,,,,
3019,0.17749357223510742,0,,,,
3029,0.11532306671142578,0,,,,
3039,0.03941917419433594,0,,,,
3049,0.09140491485595703,0,,,,
3059,0.018268585205078125,0,,,,
3069,0.7120671272277832,0,,,,
3079,0.3604154586791992,0,,,,
3089,0.04530620574951172,0,,,,
3099,0.0935826301574707,0,,,,
3109,0.03689861297607422,0,,,,
3119,0.412567138671875,0,,,,
3124,,0,0.20383663475513458,0.9219599962234497,,
3124,,0,,,0.8792799711227417,
3125,,1,,,,0.9219599962234497
